,neighbor,1,2,3
30,10030,"('Noise - Residential', 1924)","('HEAT/HOT WATER', 1726)","('UNSANITARY CONDITION', 685)"
31,10031,"('HEAT/HOT WATER', 5029)","('Noise - Residential', 4326)","('Noise - Street/Sidewalk', 2312)"
32,10032,"('HEAT/HOT WATER', 3634)","('Noise - Residential', 2902)","('Noise - Street/Sidewalk', 2038)"
33,10033,"('HEAT/HOT WATER', 3566)","('Noise - Residential', 2549)","('Water System', 1559)"
34,10034,"('Noise - Residential', 3183)","('HEAT/HOT WATER', 2435)","('Noise - Street/Sidewalk', 1436)"
35,10035,"('Noise - Residential', 1487)","('Homeless Person Assistance', 1302)","('HEAT/HOT WATER', 1072)"
36,10036,"('Homeless Person Assistance', 3080)","('Noise - Commercial', 1105)","('Illegal Parking', 1035)"
37,10037,"('HEAT/HOT WATER', 979)","('Noise - Residential', 620)","('Homeless Person Assistance', 314)"
38,10038,"('Illegal Parking', 790)","('Noise - Residential', 673)","('Noise', 662)"
39,10039,"('Noise - Residential', 2327)","('HEAT/HOT WATER', 1124)","('Noise - Street/Sidewalk', 520)"
40,10040,"('HEAT/HOT WATER', 4734)","('Noise - Residential', 3545)","('Noise - Street/Sidewalk', 2440)"
41,10041,"('Street Condition', 20)","('Taxi Complaint', 4)","('Noise - Street/Sidewalk', 4)"
42,10042,,,
43,10043,,,
44,10044,"('HEAT/HOT WATER', 46)","('Water System', 41)","('UNSANITARY CONDITION', 41)"
45,10045,"('Illegal Parking', 2)","('Noise', 2)",
46,10046,,,
47,10047,,,
48,10048,"('Traffic Signal Condition', 3)","('Street Light Condition', 1)","('Street Condition', 1)"
49,10049,,,
50,10050,,,
51,10051,,,
52,10052,,,
53,10053,,,
54,10054,,,
55,10055,"('Sustainability Enforcement', 1)","('Building/Use', 1)",
56,10056,,,
57,10057,,,
58,10058,,,
59,10059,,,
60,10060,,,
61,10061,,,
62,10062,,,
63,10063,,,
64,10064,,,
65,10065,"('Noise', 607)","('Noise - Commercial', 485)","('Street Condition', 457)"
66,10066,,,
67,10067,,,
68,10068,,,
69,10069,"('Noise', 79)","('Illegal Parking', 31)","('Taxi Complaint', 23)"
70,10070,,,
71,10071,,,
72,10072,,,
73,10073,,,
74,10074,,,
75,10075,"('Noise', 279)","('HEAT/HOT WATER', 267)","('Noise - Residential', 256)"
76,10076,,,
77,10077,,,
78,10078,,,
79,10079,,,
80,10080,,,
81,10081,,,
82,10082,,,
83,10083,,,
84,10084,,,
85,10085,,,
86,10086,,,
87,10087,,,
88,10088,,,
89,10089,,,
90,10090,,,
91,10091,,,
92,10092,,,
93,10093,,,
94,10094,,,
95,10095,,,
96,10096,"('Homeless Person Assistance', 1)",,
97,10097,,,
98,10098,,,
99,10099,,,
100,10100,,,
101,10101,,,
102,10102,,,
103,10103,"('Homeless Person Assistance', 9)","('Water System', 2)","('Non-Residential Heat', 2)"
104,10104,,,
105,10105,"('Taxi Complaint', 2)","('For Hire Vehicle Complaint', 1)","('DOF Property - Payment Issue', 1)"
106,10106,"('Noise', 7)","('Sustainability Enforcement', 2)","('Broken Muni Meter', 1)"
107,10107,"('Homeless Person Assistance', 5)","('Sustainability Enforcement', 3)","('Indoor Sewage', 1)"
108,10108,,,
109,10109,,,
110,10110,"('Homeless Person Assistance', 16)","('Animal Abuse', 2)","('Graffiti', 1)"
111,10111,"('Vending', 4)","('Street Condition', 3)","('Air Quality', 2)"
112,10112,"('Vending', 20)","('Food Establishment', 6)","('Street Condition', 5)"
113,10113,,,
114,10114,,,
115,10115,"('Homeless Person Assistance', 2)","('Rodent', 1)","('Asbestos', 1)"
116,10116,,,
117,10117,,,
118,10118,"('Noise - Street/Sidewalk', 13)","('Homeless Person Assistance', 12)","('Taxi Complaint', 6)"
119,10119,"('Homeless Person Assistance', 33)","('Consumer Complaint', 14)","('Noise - Street/Sidewalk', 7)"
120,10120,"('Homeless Person Assistance', 2)","('Sustainability Enforcement', 1)","('Illegal Parking', 1)"
121,10121,"('Noise - Street/Sidewalk', 16)","('Homeless Person Assistance', 9)","('Noise - Commercial', 7)"
122,10122,"('Homeless Person Assistance', 3)",,
123,10123,"('Homeless Person Assistance', 4)","('General Construction/Plumbing', 2)","('Water System', 2)"
124,10124,,,
125,10125,,,
126,10126,,,
127,10127,,,
128,10128,"('Noise', 1272)","('HEAT/HOT WATER', 847)","('Noise - Residential', 835)"
129,10129,"('Broken Muni Meter', 8)","('General Construction/Plumbing', 5)","('Street Condition', 3)"
130,10130,,,
131,10131,,,
132,10132,,,
133,10133,,,
134,10134,"('Taxi Complaint', 1)",,
135,10135,,,
136,10136,,,
137,10137,,,
138,10138,,,
139,10139,,,
140,10140,,,
141,10141,,,
142,10142,,,
143,10143,,,
144,10144,,,
145,10145,,,
146,10146,,,
147,10147,,,
148,10148,,,
149,10149,,,
150,10150,,,
151,10151,"('Homeless Person Assistance', 2)","('Water System', 2)",
152,10152,"('Indoor Air Quality', 1)",,
153,10153,"('Consumer Complaint', 5)","('Taxi Complaint', 4)","('New Tree Request', 1)"
154,10154,"('Homeless Person Assistance', 10)","('Taxi Complaint', 2)","('New Tree Request', 1)"
155,10155,"('Water System', 3)","('New Tree Request', 1)","('Sustainability Enforcement', 1)"
156,10156,,,
157,10157,,,
158,10158,"('Taxi Complaint', 10)","('Broken Muni Meter', 2)",
159,10159,,,
160,10160,,,
161,10161,,,
162,10162,"('DOF Parking - Tax Exemption', 7)","('Sidewalk Condition', 5)","('Noise - Residential', 4)"
163,10163,,,
164,10164,,,
165,10165,"('Taxi Complaint', 3)","('Homeless Person Assistance', 2)","('Street Condition', 2)"
166,10166,"('Food Establishment', 1)","('Street Condition', 1)",
167,10167,"('Sustainability Enforcement', 2)","('Homeless Person Assistance', 2)","('Illegal Parking', 2)"
168,10168,"('Taxi Complaint', 8)","('Homeless Person Assistance', 5)","('Consumer Complaint', 3)"
169,10169,"('Homeless Person Assistance', 16)","('Sustainability Enforcement', 3)","('For Hire Vehicle Complaint', 2)"
170,10170,"('Homeless Person Assistance', 3)","('Taxi Complaint', 2)","('Consumer Complaint', 2)"
171,10171,"('Sustainability Enforcement', 1)",,
172,10172,"('Taxi Complaint', 4)","('Homeless Person Assistance', 3)","('Street Condition', 2)"
173,10173,"('Homeless Person Assistance', 2)","('Public Payphone Complaint', 1)",
174,10174,"('Homeless Person Assistance', 7)","('Illegal Parking', 3)","('Construction Safety Enforcement', 1)"
175,10175,,,
176,10176,"('Homeless Person Assistance', 2)","('For Hire Vehicle Complaint', 1)","('Sewer', 1)"
177,10177,"('Homeless Person Assistance', 8)","('Illegal Tree Damage', 1)","('Noise - Residential', 1)"
178,10178,"('Illegal Parking', 1)","('Homeless Person Assistance', 1)",
179,10179,"('Homeless Person Assistance', 1)",,
180,10180,,,
181,10181,,,
182,10182,,,
183,10183,,,
184,10184,,,
185,10185,,,
186,10186,,,
187,10187,,,
188,10188,,,
189,10189,,,
190,10190,,,
191,10191,,,
192,10192,,,
193,10193,,,
194,10194,,,
195,10195,,,
196,10196,,,
197,10197,,,
198,10198,,,
199,10199,,,
200,10200,,,
201,10201,,,
202,10202,,,
203,10203,,,
204,10204,,,
205,10205,,,
206,10206,,,
207,10207,,,
208,10208,,,
209,10209,,,
210,10210,,,
211,10211,,,
212,10212,,,
213,10213,,,
214,10214,,,
215,10215,,,
216,10216,,,
217,10217,,,
218,10218,,,
219,10219,,,
220,10220,,,
221,10221,,,
222,10222,,,
223,10223,,,
224,10224,,,
225,10225,,,
226,10226,,,
227,10227,,,
228,10228,,,
229,10229,,,
230,10230,,,
231,10231,,,
232,10232,,,
233,10233,,,
234,10234,,,
235,10235,,,
236,10236,,,
237,10237,,,
238,10238,,,
239,10239,,,
240,10240,,,
241,10241,,,
242,10242,,,
243,10243,,,
244,10244,,,
245,10245,,,
246,10246,,,
247,10247,,,
248,10248,,,
249,10249,,,
250,10250,,,
251,10251,,,
252,10252,,,
253,10253,,,
254,10254,,,
255,10255,,,
256,10256,,,
257,10257,,,
258,10258,,,
259,10259,"('Damaged Tree', 1)",,
260,10260,,,
261,10261,,,
262,10262,,,
263,10263,,,
264,10264,,,
265,10265,,,
266,10266,,,
267,10267,,,
268,10268,,,
269,10269,,,
270,10270,,,
271,10271,"('Taxi Complaint', 2)","('Homeless Person Assistance', 2)","('For Hire Vehicle Complaint', 1)"
272,10272,,,
273,10273,,,
274,10274,,,
275,10275,,,
276,10276,,,
277,10277,,,
278,10278,"('Street Condition', 6)","('Street Light Condition', 6)","('Noise - Street/Sidewalk', 4)"
279,10279,"('Homeless Person Assistance', 5)","('Panhandling', 3)","('Food Establishment', 3)"
280,10280,"('Illegal Parking', 65)","('Noise', 59)","('Noise - Residential', 41)"
281,10281,"('Noise', 14)","('Illegal Parking', 13)","('Noise - Street/Sidewalk', 11)"
282,10282,"('GENERAL', 158)","('HEAT/HOT WATER', 102)","('PLUMBING', 79)"
283,10283,,,
284,10284,,,
285,10285,,,
286,10286,,,
287,10287,,,
288,10288,,,
289,10289,,,
290,10290,,,
291,10291,,,
292,10292,,,
