,neighbor,1,2,3
24,10024,"('HEATING', 848)","('Noise - Residential', 824)","('Broken Muni Meter', 788)"
25,10025,"('HEATING', 2447)","('Noise - Residential', 1656)","('Noise', 765)"
26,10026,"('Noise - Residential', 1604)","('HEATING', 1312)","('GENERAL CONSTRUCTION', 654)"
27,10027,"('HEATING', 2355)","('Noise - Residential', 1739)","('GENERAL CONSTRUCTION', 1065)"
28,10028,"('HEATING', 581)","('Broken Muni Meter', 559)","('Noise', 481)"
29,10029,"('HEATING', 2033)","('Noise - Residential', 1908)","('GENERAL CONSTRUCTION', 887)"
30,10030,"('HEATING', 2049)","('Noise - Residential', 1755)","('GENERAL CONSTRUCTION', 848)"
31,10031,"('HEATING', 3819)","('Noise - Residential', 2972)","('GENERAL CONSTRUCTION', 2208)"
32,10032,"('HEATING', 3417)","('Noise - Residential', 2655)","('GENERAL CONSTRUCTION', 1998)"
33,10033,"('HEATING', 2792)","('Noise - Residential', 1822)","('GENERAL CONSTRUCTION', 1517)"
34,10034,"('HEATING', 2369)","('Noise - Residential', 1776)","('GENERAL CONSTRUCTION', 1070)"
35,10035,"('HEATING', 1145)","('Noise - Residential', 1021)","('GENERAL CONSTRUCTION', 766)"
36,10036,"('Taxi Complaint', 849)","('Broken Muni Meter', 781)","('Noise', 560)"
37,10037,"('Noise - Residential', 731)","('HEATING', 671)","('GENERAL CONSTRUCTION', 411)"
38,10038,"('Noise', 618)","('Noise - Residential', 394)","('Street Condition', 213)"
39,10039,"('Noise - Residential', 1242)","('HEATING', 1002)","('GENERAL CONSTRUCTION', 551)"
40,10040,"('HEATING', 5543)","('Noise - Residential', 1925)","('GENERAL CONSTRUCTION', 1398)"
41,10041,"('Noise', 2)","('Sewer', 1)","('Emergency Response Team (ERT)', 1)"
42,10042,,,
43,10043,,,
44,10044,"('GENERAL CONSTRUCTION', 28)","('Noise', 26)","('PLUMBING', 21)"
45,10045,,,
46,10046,,,
47,10047,,,
48,10048,"('Traffic Signal Condition', 12)","('Taxi Complaint', 8)","('Noise', 4)"
49,10049,,,
50,10050,"('Consumer Complaint', 1)",,
51,10051,,,
52,10052,,,
53,10053,,,
54,10054,,,
55,10055,,,
56,10056,,,
57,10057,,,
58,10058,,,
59,10059,,,
60,10060,,,
61,10061,,,
62,10062,,,
63,10063,,,
64,10064,,,
65,10065,"('Noise', 393)","('HEATING', 377)","('Broken Muni Meter', 368)"
66,10066,,,
67,10067,,,
68,10068,,,
69,10069,"('Illegal Parking', 67)","('Maintenance or Facility', 43)","('Noise', 33)"
70,10070,,,
71,10071,,,
72,10072,,,
73,10073,,,
74,10074,,,
75,10075,"('Noise', 341)","('Broken Muni Meter', 337)","('HEATING', 313)"
76,10076,,,
77,10077,,,
78,10078,,,
79,10079,,,
80,10080,,,
81,10081,,,
82,10082,,,
83,10083,,,
84,10084,,,
85,10085,,,
86,10086,,,
87,10087,,,
88,10088,,,
89,10089,,,
90,10090,,,
91,10091,,,
92,10092,,,
93,10093,,,
94,10094,,,
95,10095,,,
96,10096,,,
97,10097,,,
98,10098,,,
99,10099,,,
100,10100,,,
101,10101,"('Housing - Low Income Senior', 1)",,
102,10102,,,
103,10103,"('Broken Muni Meter', 14)","('Taxi Complaint', 3)","('Special Projects Inspection Team (SPIT)', 2)"
104,10104,"('Broken Muni Meter', 3)",,
105,10105,,,
106,10106,"('Construction Safety Enforcement', 2)","('Emergency Response Team (ERT)', 1)",
107,10107,"('Broken Muni Meter', 3)","('Taxi Complaint', 2)","('Elevator', 2)"
108,10108,,,
109,10109,,,
110,10110,,,
111,10111,"('Broken Muni Meter', 12)","('Noise', 2)","('Taxi Complaint', 1)"
112,10112,"('Food Establishment', 7)","('Water System', 7)","('Noise', 7)"
113,10113,,,
114,10114,,,
115,10115,,,
116,10116,"('Housing - Low Income Senior', 1)",,
117,10117,,,
118,10118,"('Noise', 9)","('Construction Safety Enforcement', 4)","('Emergency Response Team (ERT)', 1)"
119,10119,"('Broken Muni Meter', 22)","('Taxi Complaint', 13)","('BEST/Site Safety', 4)"
120,10120,,,
121,10121,"('Construction Safety Enforcement', 4)","('Emergency Response Team (ERT)', 1)",
122,10122,"('Consumer Complaint', 2)",,
123,10123,"('Scaffold Safety', 1)","('SCRIE', 1)","('Emergency Response Team (ERT)', 1)"
124,10124,,,
125,10125,,,
126,10126,,,
127,10127,,,
128,10128,"('Noise - Residential', 750)","('HEATING', 591)","('Noise', 543)"
129,10129,"('Broken Muni Meter', 9)","('PLUMBING', 3)","('Street Condition', 2)"
130,10130,,,
131,10131,,,
132,10132,,,
133,10133,,,
134,10134,,,
135,10135,,,
136,10136,,,
137,10137,,,
138,10138,,,
139,10139,,,
140,10140,,,
141,10141,,,
142,10142,,,
143,10143,,,
144,10144,,,
145,10145,,,
146,10146,,,
147,10147,,,
148,10148,,,
149,10149,,,
150,10150,"('SCRIE', 1)",,
151,10151,,,
152,10152,,,
153,10153,"('Noise - Street/Sidewalk', 5)","('Taxi Complaint', 4)","('Consumer Complaint', 3)"
154,10154,,,
155,10155,,,
156,10156,,,
157,10157,,,
158,10158,,,
159,10159,"('Taxi Complaint', 1)",,
160,10160,,,
161,10161,,,
162,10162,"('SCRIE', 7)","('Taxi Complaint', 4)","(""Alzheimer's Care"", 2)"
163,10163,,,
164,10164,,,
165,10165,,,
166,10166,,,
167,10167,,,
168,10168,,,
169,10169,"('Emergency Response Team (ERT)', 1)",,
170,10170,,,
171,10171,,,
172,10172,,,
173,10173,,,
174,10174,,,
175,10175,,,
176,10176,,,
177,10177,,,
178,10178,,,
179,10179,,,
180,10180,,,
181,10181,,,
182,10182,,,
183,10183,,,
184,10184,,,
185,10185,,,
186,10186,,,
187,10187,,,
188,10188,,,
189,10189,,,
190,10190,,,
191,10191,,,
192,10192,,,
193,10193,,,
194,10194,,,
195,10195,,,
196,10196,,,
197,10197,,,
198,10198,,,
199,10199,,,
200,10200,,,
201,10201,,,
202,10202,,,
203,10203,,,
204,10204,,,
205,10205,,,
206,10206,,,
207,10207,,,
208,10208,,,
209,10209,,,
210,10210,,,
211,10211,,,
212,10212,,,
213,10213,,,
214,10214,,,
215,10215,,,
216,10216,,,
217,10217,,,
218,10218,,,
219,10219,,,
220,10220,,,
221,10221,,,
222,10222,,,
223,10223,,,
224,10224,,,
225,10225,,,
226,10226,,,
227,10227,,,
228,10228,,,
229,10229,,,
230,10230,,,
231,10231,,,
232,10232,,,
233,10233,,,
234,10234,,,
235,10235,,,
236,10236,,,
237,10237,,,
238,10238,,,
239,10239,,,
240,10240,,,
241,10241,,,
242,10242,,,
243,10243,,,
244,10244,,,
245,10245,,,
246,10246,,,
247,10247,,,
248,10248,,,
249,10249,,,
250,10250,,,
251,10251,,,
252,10252,,,
253,10253,,,
254,10254,,,
255,10255,,,
256,10256,,,
257,10257,,,
258,10258,,,
259,10259,,,
260,10260,,,
261,10261,,,
262,10262,,,
263,10263,,,
264,10264,,,
265,10265,,,
266,10266,,,
267,10267,,,
268,10268,,,
269,10269,,,
270,10270,,,
271,10271,"('Emergency Response Team (ERT)', 1)",,
272,10272,,,
273,10273,,,
274,10274,,,
275,10275,,,
276,10276,"(""Alzheimer's Care"", 1)",,
277,10277,,,
278,10278,,,
279,10279,"('Construction Safety Enforcement', 1)",,
280,10280,"('Noise', 80)","('Illegal Parking', 44)","('Vending', 35)"
281,10281,"('Taxi Complaint', 24)","('Noise', 22)","('Illegal Parking', 7)"
282,10282,"('Taxi Complaint', 45)","('Illegal Parking', 21)","('Noise', 20)"
283,10283,,,
284,10284,,,
285,10285,,,
286,10286,,,
287,10287,,,
288,10288,,,
289,10289,,,
290,10290,,,
291,10291,,,
292,10292,,,
