,neighbor,1,2,3
30,10030,"('HEAT/HOT WATER', 1701)","('Noise - Residential', 1668)","('UNSANITARY CONDITION', 846)"
31,10031,"('HEAT/HOT WATER', 4882)","('Noise - Residential', 4383)","('Noise - Street/Sidewalk', 3003)"
32,10032,"('HEAT/HOT WATER', 3440)","('Noise - Residential', 2976)","('Noise - Street/Sidewalk', 2717)"
33,10033,"('Noise - Residential', 3244)","('HEAT/HOT WATER', 3104)","('Noise - Street/Sidewalk', 1744)"
34,10034,"('Noise - Residential', 2974)","('HEAT/HOT WATER', 2339)","('Noise - Street/Sidewalk', 1604)"
35,10035,"('Noise - Residential', 1580)","('HEAT/HOT WATER', 1497)","('Noise - Street/Sidewalk', 714)"
36,10036,"('Homeless Person Assistance', 1339)","('Noise', 1157)","('HEAT/HOT WATER', 718)"
37,10037,"('HEAT/HOT WATER', 1071)","('Noise - Residential', 785)","('UNSANITARY CONDITION', 311)"
38,10038,"('Noise', 755)","('Illegal Parking', 625)","('Homeless Person Assistance', 332)"
39,10039,"('Noise - Residential', 1723)","('HEAT/HOT WATER', 1384)","('Noise - Street/Sidewalk', 843)"
40,10040,"('Noise - Residential', 3123)","('Noise - Street/Sidewalk', 3084)","('HEAT/HOT WATER', 2903)"
41,10041,"('Street Condition', 6)","('Water System', 6)","('Noise - Street/Sidewalk', 6)"
42,10042,,,
43,10043,,,
44,10044,"('Lead', 50)","('Noise - Residential', 33)","('Noise', 29)"
45,10045,"('Noise', 2)","('Taxi Complaint', 1)","('Street Condition', 1)"
46,10046,,,
47,10047,,,
48,10048,"('Street Condition', 2)","('Illegal Parking', 1)",
49,10049,,,
50,10050,,,
51,10051,,,
52,10052,,,
53,10053,,,
54,10054,,,
55,10055,"('Taxi Complaint', 1)",,
56,10056,,,
57,10057,,,
58,10058,,,
59,10059,,,
60,10060,,,
61,10061,,,
62,10062,,,
63,10063,,,
64,10064,,,
65,10065,"('Noise', 467)","('Street Condition', 449)","('HEAT/HOT WATER', 355)"
66,10066,,,
67,10067,,,
68,10068,,,
69,10069,"('Noise', 62)","('Illegal Parking', 36)","('DOF Property - Payment Issue', 32)"
70,10070,,,
71,10071,,,
72,10072,,,
73,10073,,,
74,10074,,,
75,10075,"('Noise', 362)","('Noise - Residential', 333)","('Street Condition', 316)"
76,10076,,,
77,10077,,,
78,10078,,,
79,10079,,,
80,10080,,,
81,10081,,,
82,10082,,,
83,10083,,,
84,10084,,,
85,10085,,,
86,10086,,,
87,10087,,,
88,10088,,,
89,10089,,,
90,10090,,,
91,10091,,,
92,10092,,,
93,10093,,,
94,10094,,,
95,10095,,,
96,10096,,,
97,10097,,,
98,10098,,,
99,10099,,,
100,10100,,,
101,10101,"('Consumer Complaint', 1)",,
102,10102,,,
103,10103,"('Illegal Parking', 6)","('Water System', 4)","('Taxi Complaint', 2)"
104,10104,"('Taxi Complaint', 1)",,
105,10105,"('Street Condition', 6)","('Homeless Person Assistance', 6)","('BEST/Site Safety', 5)"
106,10106,"('Noise', 4)","('Homeless Person Assistance', 4)","('Consumer Complaint', 4)"
107,10107,"('Sewer', 3)","('Noise - Street/Sidewalk', 3)","('Emergency Response Team (ERT)', 2)"
108,10108,"('Housing - Low Income Senior', 1)","('Housing Options', 1)",
109,10109,,,
110,10110,"('Homeless Person Assistance', 6)","('Street Condition', 5)","('Food Establishment', 3)"
111,10111,"('Vending', 15)","('Food Establishment', 5)","('Street Condition', 3)"
112,10112,"('Vending', 89)","('Elevator', 4)","('Sewer', 3)"
113,10113,,,
114,10114,,,
115,10115,"('Damaged Tree', 3)","('Homeless Person Assistance', 2)","('Litter Basket / Request', 1)"
116,10116,,,
117,10117,,,
118,10118,"('Homeless Person Assistance', 8)","('General Construction/Plumbing', 3)","('Sewer', 2)"
119,10119,"('Homeless Person Assistance', 62)","('Taxi Complaint', 21)","('Consumer Complaint', 8)"
120,10120,"('Consumer Complaint', 10)","('Homeless Person Assistance', 5)","('Illegal Parking', 5)"
121,10121,"('Taxi Complaint', 27)","('Homeless Person Assistance', 27)","('Noise - Commercial', 9)"
122,10122,"('Homeless Encampment', 9)","('Consumer Complaint', 2)","('Noise - Street/Sidewalk', 2)"
123,10123,"('Consumer Complaint', 9)","('Food Establishment', 2)","('Homeless Person Assistance', 2)"
124,10124,,,
125,10125,,,
126,10126,,,
127,10127,,,
128,10128,"('Noise', 841)","('Noise - Residential', 817)","('Noise - Commercial', 666)"
129,10129,,,
130,10130,,,
131,10131,,,
132,10132,,,
133,10133,,,
134,10134,,,
135,10135,,,
136,10136,,,
137,10137,,,
138,10138,"('SCRIE', 1)",,
139,10139,,,
140,10140,,,
141,10141,,,
142,10142,,,
143,10143,,,
144,10144,,,
145,10145,,,
146,10146,,,
147,10147,,,
148,10148,,,
149,10149,,,
150,10150,,,
151,10151,"('Illegal Parking', 3)","('Consumer Complaint', 3)","('Water System', 2)"
152,10152,"('Sidewalk Condition', 7)","('Street Condition', 2)","('Taxi Report', 2)"
153,10153,"('Non-Residential Heat', 6)","('General Construction/Plumbing', 3)","('Water System', 3)"
154,10154,"('Homeless Person Assistance', 8)","('Taxi Complaint', 2)","('Illegal Parking', 2)"
155,10155,"('Dirty Conditions', 1)","('For Hire Vehicle Complaint', 1)","('Lead', 1)"
156,10156,,,
157,10157,,,
158,10158,"('Noise', 7)","('UNSANITARY CONDITION', 3)","('Street Light Condition', 2)"
159,10159,"('Housing Options', 1)",,
160,10160,,,
161,10161,,,
162,10162,"('Noise - Residential', 7)","('HEAT/HOT WATER', 5)","('SCRIE', 5)"
163,10163,,,
164,10164,,,
165,10165,"('Taxi Complaint', 9)","('For Hire Vehicle Complaint', 3)","('Homeless Person Assistance', 3)"
166,10166,"('Taxi Complaint', 1)",,
167,10167,"('Taxi Complaint', 3)","('DOF Property - Request Copy', 2)","('Homeless Person Assistance', 2)"
168,10168,"('Taxi Complaint', 16)","('Homeless Person Assistance', 14)","('Water System', 5)"
169,10169,"('Homeless Person Assistance', 34)","('Street Condition', 9)","('Taxi Complaint', 7)"
170,10170,"('Homeless Person Assistance', 4)","('Taxi Complaint', 3)","('Street Condition', 2)"
171,10171,"('Street Condition', 2)","('General Construction/Plumbing', 1)","('Air Quality', 1)"
172,10172,"('Taxi Complaint', 13)","('Street Condition', 5)","('Homeless Person Assistance', 2)"
173,10173,"('Homeless Person Assistance', 15)","('Street Condition', 3)","('Non-Residential Heat', 2)"
174,10174,"('Homeless Person Assistance', 5)","('Taxi Report', 1)","('Noise - Residential', 1)"
175,10175,"('Graffiti', 1)","('Animal Abuse', 1)",
176,10176,"('Homeless Person Assistance', 2)","('Food Establishment', 2)","('Elevator', 2)"
177,10177,"('Street Condition', 4)","('SCRIE', 1)","('Street Light Condition', 1)"
178,10178,"('Homeless Person Assistance', 4)","('Special Projects Inspection Team (SPIT)', 1)","('Noise', 1)"
179,10179,"('Taxi Report', 2)","('Taxi Complaint', 1)","('Food Poisoning', 1)"
180,10180,,,
181,10181,,,
182,10182,,,
183,10183,,,
184,10184,,,
185,10185,,,
186,10186,,,
187,10187,,,
188,10188,,,
189,10189,,,
190,10190,,,
191,10191,,,
192,10192,,,
193,10193,,,
194,10194,,,
195,10195,,,
196,10196,,,
197,10197,,,
198,10198,,,
199,10199,,,
200,10200,,,
201,10201,,,
202,10202,,,
203,10203,,,
204,10204,,,
205,10205,,,
206,10206,,,
207,10207,,,
208,10208,,,
209,10209,,,
210,10210,,,
211,10211,,,
212,10212,,,
213,10213,,,
214,10214,,,
215,10215,,,
216,10216,,,
217,10217,,,
218,10218,,,
219,10219,,,
220,10220,,,
221,10221,,,
222,10222,,,
223,10223,,,
224,10224,,,
225,10225,,,
226,10226,,,
227,10227,,,
228,10228,,,
229,10229,,,
230,10230,,,
231,10231,,,
232,10232,,,
233,10233,,,
234,10234,,,
235,10235,,,
236,10236,,,
237,10237,,,
238,10238,,,
239,10239,,,
240,10240,,,
241,10241,,,
242,10242,,,
243,10243,,,
244,10244,,,
245,10245,,,
246,10246,,,
247,10247,,,
248,10248,,,
249,10249,,,
250,10250,,,
251,10251,,,
252,10252,,,
253,10253,,,
254,10254,,,
255,10255,,,
256,10256,,,
257,10257,,,
258,10258,,,
259,10259,,,
260,10260,,,
261,10261,,,
262,10262,,,
263,10263,,,
264,10264,,,
265,10265,,,
266,10266,,,
267,10267,,,
268,10268,,,
269,10269,,,
270,10270,"('Taxi Complaint', 1)",,
271,10271,"('Vending', 6)","('Homeless Person Assistance', 4)","('Food Poisoning', 2)"
272,10272,,,
273,10273,,,
274,10274,,,
275,10275,,,
276,10276,"('SCRIE', 1)",,
277,10277,,,
278,10278,"('Street Condition', 12)","('Illegal Parking', 10)","('Street Light Condition', 9)"
279,10279,"('Noise', 18)","('Food Establishment', 5)","('Taxi Complaint', 3)"
280,10280,"('Illegal Parking', 182)","('Noise', 53)","('Noise - Vehicle', 43)"
281,10281,"('Illegal Parking', 57)","('Noise - Vehicle', 23)","('Homeless Person Assistance', 18)"
282,10282,"('PLUMBING', 45)","('Illegal Parking', 42)","('HEAT/HOT WATER', 40)"
283,10283,,,
284,10284,,,
285,10285,,,
286,10286,,,
287,10287,,,
288,10288,,,
289,10289,,,
290,10290,,,
291,10291,,,
292,10292,,,
