,neighbor,1,2,3
109,10109,,,
110,10110,"('Construction Safety Enforcement', 2)",,
111,10111,"('Broken Muni Meter', 4)","('Taxi Complaint', 2)","('Food Poisoning', 2)"
112,10112,"('Noise', 4)","('Water System', 4)","('Electrical', 2)"
113,10113,,,
114,10114,,,
115,10115,"('Homeless Person Assistance', 1)",,
116,10116,"('SCRIE', 4)","('Housing - Low Income Senior', 2)",
117,10117,,,
118,10118,"('Construction Safety Enforcement', 2)","('Water System', 2)",
119,10119,"('Broken Muni Meter', 18)","('Illegal Parking', 7)","('Taxi Complaint', 7)"
120,10120,,,
121,10121,"('Special Projects Inspection Team (SPIT)', 1)",,
122,10122,"('Consumer Complaint', 1)","('Emergency Response Team (ERT)', 1)","('For Hire Vehicle Complaint', 1)"
123,10123,"('Sidewalk Condition', 2)","('Consumer Complaint', 1)","('Mold', 1)"
124,10124,,,
125,10125,,,
126,10126,,,
127,10127,,,
128,10128,"('Noise - Residential', 927)","('Noise', 795)","('HEAT/HOT WATER', 547)"
129,10129,"('PAINT - PLASTER', 22)","('Broken Muni Meter', 8)","('Missed Collection (All Materials)', 7)"
130,10130,,,
131,10131,,,
132,10132,,,
133,10133,,,
134,10134,,,
135,10135,,,
136,10136,,,
137,10137,,,
138,10138,,,
139,10139,,,
140,10140,,,
141,10141,,,
142,10142,,,
143,10143,,,
144,10144,,,
145,10145,,,
146,10146,,,
147,10147,,,
148,10148,,,
149,10149,,,
150,10150,"('SCRIE', 1)","('Housing - Low Income Senior', 1)",
151,10151,,,
152,10152,,,
153,10153,"('Consumer Complaint', 8)","('General Construction/Plumbing', 3)","('Taxi Complaint', 3)"
154,10154,,,
155,10155,,,
156,10156,,,
157,10157,,,
158,10158,"('Emergency Response Team (ERT)', 1)",,
159,10159,,,
160,10160,,,
161,10161,,,
162,10162,"('Noise - Residential', 10)","('Rodent', 5)","('Noise', 4)"
163,10163,"('Consumer Complaint', 2)",,
164,10164,,,
165,10165,"('Homeless Person Assistance', 1)",,
166,10166,,,
167,10167,"('Construction Safety Enforcement', 2)","('General Construction/Plumbing', 1)",
168,10168,,,
169,10169,,,
170,10170,,,
171,10171,,,
172,10172,,,
173,10173,"('Sewer', 1)",,
174,10174,,,
175,10175,,,
176,10176,,,
177,10177,"('Homeless Person Assistance', 1)",,
178,10178,,,
179,10179,,,
180,10180,,,
181,10181,,,
182,10182,,,
183,10183,,,
184,10184,,,
185,10185,,,
186,10186,,,
187,10187,,,
188,10188,,,
189,10189,,,
190,10190,,,
191,10191,,,
192,10192,,,
193,10193,,,
194,10194,,,
195,10195,,,
196,10196,,,
197,10197,,,
198,10198,,,
199,10199,,,
200,10200,,,
201,10201,,,
202,10202,,,
203,10203,,,
204,10204,,,
205,10205,,,
206,10206,,,
207,10207,,,
208,10208,,,
209,10209,,,
210,10210,,,
211,10211,,,
212,10212,,,
213,10213,,,
214,10214,,,
215,10215,,,
216,10216,,,
217,10217,,,
218,10218,,,
219,10219,,,
220,10220,,,
221,10221,,,
222,10222,,,
223,10223,,,
224,10224,,,
225,10225,,,
226,10226,,,
227,10227,,,
228,10228,,,
229,10229,,,
230,10230,,,
231,10231,,,
232,10232,,,
233,10233,,,
234,10234,,,
235,10235,,,
236,10236,,,
237,10237,,,
238,10238,,,
239,10239,,,
240,10240,,,
241,10241,,,
242,10242,,,
243,10243,,,
244,10244,,,
245,10245,,,
246,10246,,,
247,10247,,,
248,10248,,,
249,10249,,,
250,10250,,,
251,10251,,,
252,10252,,,
253,10253,,,
254,10254,,,
255,10255,,,
256,10256,,,
257,10257,,,
258,10258,,,
259,10259,,,
260,10260,,,
261,10261,,,
262,10262,,,
263,10263,,,
264,10264,,,
265,10265,,,
266,10266,,,
267,10267,,,
268,10268,,,
269,10269,,,
270,10270,,,
271,10271,"('Construction Safety Enforcement', 1)","('Emergency Response Team (ERT)', 1)",
272,10272,,,
273,10273,,,
274,10274,,,
275,10275,,,
276,10276,,,
277,10277,,,
278,10278,,,
279,10279,,,
280,10280,"('Noise', 97)","('Street Condition', 57)","('Illegal Parking', 43)"
281,10281,"('For Hire Vehicle Complaint', 23)","('Noise', 22)","('Taxi Complaint', 16)"
282,10282,"('Noise', 68)","('Taxi Complaint', 30)","('Street Condition', 12)"
283,10283,,,
284,10284,,,
285,10285,,,
286,10286,,,
287,10287,,,
288,10288,,,
289,10289,,,
290,10290,,,
291,10291,,,
292,10292,,,
