,neighbor,1,2,3
280,10280,"('Noise', 47)","('Taxi Complaint', 35)","('Noise - Street/Sidewalk', 19)"
281,10281,"('Taxi Complaint', 10)","('Food Establishment', 3)","('Rodent', 2)"
282,10282,"('Taxi Complaint', 23)","('Rodent', 19)","('Noise', 15)"
283,10283,,,
284,10284,,,
285,10285,,,
286,10286,,,
287,10287,,,
288,10288,,,
289,10289,,,
290,10290,,,
291,10291,,,
292,10292,,,
