,neighbor,1,2,3
32,10032,"('HEATING', 4338)","('GENERAL CONSTRUCTION', 2982)","('PLUMBING', 2616)"
33,10033,"('HEATING', 3328)","('GENERAL CONSTRUCTION', 1680)","('PAINT - PLASTER', 1567)"
34,10034,"('HEATING', 2524)","('GENERAL CONSTRUCTION', 1436)","('PLUMBING', 1227)"
35,10035,"('HEATING', 1204)","('GENERAL CONSTRUCTION', 674)","('PLUMBING', 513)"
36,10036,"('HEATING', 792)","('Taxi Complaint', 755)","('Street Condition', 568)"
37,10037,"('HEATING', 638)","('PAINT - PLASTER', 364)","('GENERAL CONSTRUCTION', 362)"
38,10038,"('Noise', 337)","('Street Condition', 279)","('Street Light Condition', 230)"
39,10039,"('HEATING', 1128)","('GENERAL CONSTRUCTION', 451)","('PLUMBING', 442)"
40,10040,"('HEATING', 4333)","('GENERAL CONSTRUCTION', 1974)","('PAINT - PLASTER', 1417)"
41,10041,,,
42,10042,,,
43,10043,,,
44,10044,"('HEATING', 46)","('GENERAL CONSTRUCTION', 35)","('Noise', 29)"
45,10045,,,
46,10046,,,
47,10047,,,
48,10048,"('Traffic Signal Condition', 15)","('Vending', 10)","('Taxi Complaint', 9)"
49,10049,,,
50,10050,,,
51,10051,,,
52,10052,,,
53,10053,,,
54,10054,,,
55,10055,,,
56,10056,,,
57,10057,,,
58,10058,,,
59,10059,,,
60,10060,,,
61,10061,,,
62,10062,,,
63,10063,,,
64,10064,,,
65,10065,"('Street Condition', 800)","('HEATING', 505)","('Noise', 413)"
66,10066,,,
67,10067,,,
68,10068,,,
69,10069,"('Taxi Complaint', 25)","('Maintenance or Facility', 19)","('Street Condition', 18)"
70,10070,,,
71,10071,,,
72,10072,,,
73,10073,,,
74,10074,,,
75,10075,"('Street Condition', 421)","('HEATING', 306)","('Noise', 243)"
76,10076,,,
77,10077,,,
78,10078,,,
79,10079,,,
80,10080,,,
81,10081,,,
82,10082,,,
83,10083,,,
84,10084,,,
85,10085,,,
86,10086,,,
87,10087,,,
88,10088,,,
89,10089,,,
90,10090,,,
91,10091,,,
92,10092,,,
93,10093,,,
94,10094,,,
95,10095,,,
96,10096,,,
97,10097,,,
98,10098,,,
99,10099,,,
100,10100,,,
101,10101,,,
102,10102,,,
103,10103,,,
104,10104,,,
105,10105,,,
106,10106,,,
107,10107,,,
108,10108,,,
109,10109,,,
110,10110,,,
111,10111,,,
112,10112,,,
113,10113,,,
114,10114,,,
115,10115,,,
116,10116,,,
117,10117,,,
118,10118,,,
119,10119,,,
120,10120,,,
121,10121,,,
122,10122,,,
123,10123,,,
124,10124,,,
125,10125,,,
126,10126,,,
127,10127,,,
128,10128,"('HEATING', 709)","('Street Condition', 547)","('Noise', 537)"
129,10129,,,
130,10130,,,
131,10131,,,
132,10132,,,
133,10133,,,
134,10134,,,
135,10135,,,
136,10136,,,
137,10137,,,
138,10138,,,
139,10139,,,
140,10140,,,
141,10141,,,
142,10142,,,
143,10143,,,
144,10144,,,
145,10145,,,
146,10146,,,
147,10147,,,
148,10148,,,
149,10149,,,
150,10150,,,
151,10151,,,
152,10152,,,
153,10153,,,
154,10154,,,
155,10155,,,
156,10156,,,
157,10157,,,
158,10158,,,
159,10159,"('Consumer Complaint', 1)",,
160,10160,,,
161,10161,,,
162,10162,"('Dirty Conditions', 1)","('Noise', 1)","('Consumer Complaint', 1)"
163,10163,"('Consumer Complaint', 1)",,
164,10164,,,
165,10165,,,
166,10166,,,
167,10167,,,
168,10168,,,
169,10169,,,
170,10170,,,
171,10171,,,
172,10172,,,
173,10173,,,
174,10174,,,
175,10175,,,
176,10176,,,
177,10177,,,
178,10178,,,
179,10179,,,
180,10180,,,
181,10181,,,
182,10182,,,
183,10183,,,
184,10184,,,
185,10185,,,
186,10186,,,
187,10187,,,
188,10188,,,
189,10189,,,
190,10190,,,
191,10191,,,
192,10192,,,
193,10193,,,
194,10194,,,
195,10195,,,
196,10196,,,
197,10197,,,
198,10198,,,
199,10199,,,
200,10200,,,
201,10201,,,
202,10202,,,
203,10203,,,
204,10204,,,
205,10205,,,
206,10206,,,
207,10207,,,
208,10208,,,
209,10209,,,
210,10210,,,
211,10211,,,
212,10212,,,
213,10213,,,
214,10214,,,
215,10215,,,
216,10216,,,
217,10217,,,
218,10218,,,
219,10219,,,
220,10220,,,
221,10221,,,
222,10222,,,
223,10223,,,
224,10224,,,
225,10225,,,
226,10226,,,
227,10227,,,
228,10228,,,
229,10229,,,
230,10230,,,
231,10231,,,
232,10232,,,
233,10233,,,
234,10234,,,
235,10235,,,
236,10236,,,
237,10237,,,
238,10238,,,
239,10239,,,
240,10240,,,
241,10241,,,
242,10242,,,
243,10243,,,
244,10244,,,
245,10245,,,
246,10246,,,
247,10247,,,
248,10248,,,
249,10249,,,
250,10250,,,
251,10251,,,
252,10252,,,
253,10253,,,
254,10254,,,
255,10255,,,
256,10256,,,
257,10257,,,
258,10258,,,
259,10259,,,
260,10260,,,
261,10261,,,
262,10262,,,
263,10263,,,
264,10264,,,
265,10265,,,
266,10266,,,
267,10267,,,
268,10268,,,
269,10269,,,
270,10270,,,
271,10271,,,
272,10272,,,
273,10273,,,
274,10274,"('Consumer Complaint', 1)",,
275,10275,,,
276,10276,,,
277,10277,,,
278,10278,,,
279,10279,,,
280,10280,"('Noise', 175)","('Taxi Complaint', 67)","('Air Quality', 32)"
281,10281,"('Taxi Complaint', 7)","('Noise', 4)","('General Construction/Plumbing', 3)"
282,10282,"('Noise', 43)","('Taxi Complaint', 41)","('General Construction/Plumbing', 14)"
283,10283,,,
284,10284,,,
285,10285,,,
286,10286,"('Consumer Complaint', 1)",,
287,10287,,,
288,10288,,,
289,10289,,,
290,10290,,,
291,10291,,,
292,10292,,,
